01970059760dd59d22cd6efaa17dbf0e0efbc60f,123420,402571
02dc9ed680e7f53f1b0d410dcdd37341c7958eb1,244960,897245
05f5021fff2e74f674e62c56ed0fc58bca17e2d2,720560,3292863
136ff592ad8aa8b7fa1e61435e5501cc98ce8573,389347,1166502
17455e924e243e7a55e8a38f45966d8cbb27c273,352240,1082111
17752003a8c115ff79f5f21655f5e9b8b2af67f4,362519,1110073
17a7aca12399311f6252c55db0ece3694c5758b2,326240,1083628
18a7f2c711529f8e43c36190a5e2479f13899749,467867,1282990
191f6a9a4586b5e5f79f4f42f190e7ad4bbacc84,468016,1283359
199025fa8816dde6c611193adbce1ba6c5a72c6b,352900,1084190
19cc80471739bcb67b7e8099246b391c355023ee,394532,1504271
2007e11d7069b0f6ed673c7520ee7f480f07de68,354939,1089199
20ba3ce4ac8e8438070568ffba76f7d8d4986a53,366358,1118828
21698c14461d27933864d73e6fba568a154e83b3,150476,507970
26224d96066b5c60882296c551f54ca7732c0af0,333114,1112792
274ee481acb3394b8cb62e06d7978e297dd657f1,124697,407253
30e123ed351317b7527f632b3b7dc4e81e850449,388436,1164061
3218d1f9d3242d29e7d789fd4d27bffcc7da64a4,333087,1112470
33610201dc7a69859b05381845ae1a11be8f9136,124297,406611
3407cbc42f0e70595813e2b1816d432591558921,323818,1075229
3699ff34d6e2d6d649ee0ced5dc3c74936449d67,326035,1085434
38a21f2d9ed4f556af934498ec6a242f6a20418a,372545,1127801
3930ec1bf275d17f1c36cd38b38114177b1d1565,364020,1113545
3d997697fdd166eff428ea9fd35734b6a8ba113e,238008,867863
3f140dde51c0fe6c350acb7727bbe489a99f0632,383245,1153011
40d3cec22dff8d242384fab02e446932c92ae220,393996,1178760
42c08ee46539ef44f8658ebb1cbefb408e0d03fe,370577,1123814
45d4e5f7fe1ac8bcdfa425bbac722481d2ec183f,721943,3298064
47b483ae037e35c25e84b5b697303f2dd79a0e4e,78707,218377
4f41286b22a05d5d75f456f1e574d8c115bab5d4,586483,2869955
514c16e85f7ac2512235f3b6413646627420e969,398566,1190273
542a1758e517c3b5e95e480dcd49b9b24a01f191,668405,3118506
5708327c3769262b845730996ca2784245ada4d1,364178,1113889
57f2b935b34d148c3c0d906fc8256765004b7b77,465925,1272963
590957a0eb9a87a6f2bd3463226b0a7f1405d817,364879,1108835
5af17babb0f895cf129fdeee92548d2ac12e78e2,370820,1124110
634cde9506eb1f48dec3ec77974ee8dc952207c6,70788,195089
66aa22f1ea9ef79034812c801432ba152ad96b41,150862,510570
690884facc1e80b40640649f2a64ceab67afb42e,332733,1110486
6e49e89c4a1a3b2e238833bc8935d34b8056304e,327552,1070778
738ead81fce08e582452ef30665ae1071d45092a,332655,1110339
779e615e362108862f1681f965ee9e4f1d0ae6d2,374979,1133563
790a444b11c244fd2d33e2d2484a590f8fc000ff,127815,423513
7bdc11e87c7d86dcc2a087eccb7a7c129a473415,124343,406764
7da6a28a447dc0db2a2c6ef31894094eb968f408,358781,1099978
7e7b5092991cf7a7cf6bd95d56b08deef5eb9847,242215,888055
817c6cdf0e2a72362045ca503af01830df9b9d36,348871,1073579
82bf1d76747b3d309fba5079a16a4e3183fc21fd,529356,2723620
84e5f0251cea920d02b631646bd8832bc0e489e5,332964,1110675
86446edc869f14de4d9e32d9f1fa4d8cd1df8cb6,76942,215162
882f99031e6e447384bfe22044cc980567d2f40d,462794,1264675
88846b3be23e96553fb90d0c5575d74ffd8dbff2,238623,871150
95824c588a333c54780e6ea82393488b6a6a81d4,59474,154541
9681e968ebdcd58cac99c1e60f0a6932abd4e5c9,352240,1082111
96c9c40b2bd41105cf82440cc83c27f032ac5ffc,755665,3436228
97ed533f63d5780a05702a711555cb6744247a37,84034,235941
9be36f8044c3bdfe5d1819d4b3b62bee64a039e3,398083,1189185
9c151a65c86b4e780cc6b50ec2174b9b23af96de,74897,209009
9d6f981a66bd2c4188c4a3e08e4f36fc9c4882ef,354877,1088997
9dcfecb7c6c8285630ad271888a9ec4ba9140e3a,303575,953007
a106f4782a9dbe7f8fd16030f15401d977e03ae9,695497,3210566
a3e2897bfaf9eaac1d6649da535c4e721c89fa69,327688,1071010
a5816697cbcab195a987f5e074204a052c13e1d5,53093,170281
a9179ab032cda80801e7f67ef20db5ee60989f21,356419,1093395
ac327c5ad66fa3d4eb607d007e3684dec872d49a,245314,898568
aefdd023dc4f73c441953ed51f5f05a076f0862f,603669,2933677
af1fa5e7da21c57a4037e67f93493af4e78d454a,320914,993297
b0d16d0129b7cc5978a8d55d2331a34cb369e6c7,401700,1198457
b0e91e4110942e5b3c4333b1c6b6dfefbd1a6124,228926,839466
b1078cd096aa891ebadf5d941ab83268f8b03a80,684667,3170633
b15f162f252610e3b510ade465549769ab4356cf,464006,1268143
b8824e8d17434957650517370f739e340867c381,395744,1183257
b90661d6a46aa3619d3eec94d5281f5888add501,228532,843111
b9af885473ad7e34b5b0826cb424dd26d8934670,766704,3485374
ba6b32e5efc4c813ba4432777b3b1743d4205d14,379062,1144163
bc2c3b66aa084fa4ff64f836aee73eae4cb72818,81788,229566
bfc4a566423e036fbdc9fb02765fd893e4860c85,245084,897591
c11336cd990e155371a5185cf3bd6942cad8d9da,460931,1262068
c61219a7ae051d2baab53f041e00592011fc550c,468046,1283380
ce8189eea007882bbe6db22f86b0965e718bd341,463394,1266870
d2b688b966f5d30414899549412d370e1317ddb8,465203,1271177
d2d576b6b1101e2871c82f63adf2c2b534c2dabc,18176,66297
d3d173425fc0a1107836da5b4567f1c88253191b,469936,1287825
d4d5427571b4bf3a21c902276c2a00215c2a37cc,458175,1255411
d51c50d836c5cf8db5566da17963f871be554615,365424,1110057
db739afaeb6129676504e964ce287fe6becb3471,115469,360387
dd754d13de250a6af8a68a6a83a8b4419fd429c6,9773,31475
e161700c6f8948b820073a72f09a71e1dda89ccc,230309,849736
e2ee3144ed6e241dea8d96215fcdca18b3892551,77265,216048
e4905bf8ae7d2f58025442018606f59641daa226,336089,1124728
e8cf4260af7461a42db9ed4edb2ab3fe442507c7,596149,2905814
ebc4bfe9f8bf5c4ff10b14da8a49c8baa1ba76d0,52700,169489
ef082ebb84f00e38af4e8880d04e8365c2766d34,354525,1088191
f045401ca79ecd1b80a0da67f44404c4e208fe31,127104,421060
f14561da80c263b867b51e27a75c4f9cdacfeb29,123458,402680
f2051eb8a7febdaaa43bd33bf5a6108c5f428e59,368875,1118696
f4e93919e4608cfc50849a1f764fd856e0917401,375952,1136148
f5a22442176878d07e80ae5ba0af1dd8d6910fbd,387655,1162365
fc350ea5343cf96e231656d97d4b7ac2f32c97d8,333621,1114423
fed257ddff449e1bf1ce06d9a7fddb148290a6ac,378896,1143789
